公交,写字楼,医院,商场,地铁,学校,小区名字,建造时间,房型,楼层,每平米价格,面积
26,13,7,0,1,21,龙跃苑三区,2003,3室1厅,6,37500,120
8,0,0,0,0,0,铁顺鑫汇,2016,1室2厅,9,25416,48
9,0,0,0,0,40,汇鸿家园,2005,2室2厅,12,56000,75
13,47,19,0,1,32,爱这城,2008,3室2厅,21,65853,164
17,0,0,0,0,8,星河皓月,2000,3室2厅,11,31538,130
0,0,0,0,0,0,上上城第三季,2010,1室1厅,26,24666,60
11,0,0,0,0,19,绿岛家园,2011,2室1厅,12,39325,89
20,0,0,0,0,23,龙湖•滟澜新宸,2015,3室1厅,14,39175,97
19,49,15,0,2,28,首城双景,2012,2室1厅,16,57915,57
23,0,0,0,0,8,景江山赋,2014,5室2厅,6,56639,159
20,47,15,0,1,28,城市之光（宣武）,2000,3室1厅,16,66139,124
20,45,47,0,3,44,团结湖北三条,1985,2室1厅,6,50892,56
11,0,0,0,0,23,彩虹城,2005,1室1厅,13,51861,54
10,0,0,0,0,48,城华园,2002,1室1厅,27,62034,48
11,50,6,0,3,24,六铺炕二区,1981,3室1厅,6,121600,63
14,0,0,0,0,14,京贸国际城,2011,1室1厅,40,65132,69
14,47,9,0,2,28,海晟名苑,2003,6室3厅,20,133333,420
13,49,5,0,2,27,沿海赛洛城,2009,2室1厅,8,62960,84
12,0,0,0,0,49,昌运宫小区,1990,1室1厅,13,68457,58
23,0,0,0,0,49,顺驰领海,2008,3室2厅,20,44444,171
13,48,26,0,2,35,瑞安君汇,2012,3室2厅,16,95063,300
21,48,11,0,2,25,润枫德尚国际公寓,2004,4室2厅,24,70247,242
12,0,0,0,0,18,丹青府,2007,4室2厅,12,67647,170
6,45,4,0,1,18,远洋一方北润园,2000,2室2厅,18,45930,86
26,13,7,0,1,21,龙兴园区,2001,3室2厅,6,37735,106
15,10,13,0,1,20,枫竹苑,2004,3室2厅,17,53076,130
3,0,0,0,0,5,远洋一方花语苑,2000,2室1厅,9,50446,91
10,35,11,0,1,21,枫桦豪景,2002,3室2厅,12,102224,166
28,0,0,0,0,14,东亚·上北心,2009,1室1厅,21,32269,57
11,0,0,0,0,0,玫瑰御园,2006,3室2厅,9,96830,170
4,0,0,0,0,0,首创公园城,2014,2室2厅,10,23928,56
7,0,0,0,0,0,万通天竺新新家园,2011,4室2厅,3,39698,398
26,13,7,0,1,21,龙腾苑五区,2003,3室1厅,6,38264,127
13,0,0,0,0,10,桃园小区,2000,2室1厅,6,39156,83
7,0,0,0,0,3,御汤山,2010,4室3厅,3,27292,458
0,0,0,0,0,0,上上城五期小区,2008,2室1厅,28,26593,91
14,50,15,0,1,37,傲城天月园,2006,3室2厅,18,78947,152
10,0,0,0,0,17,北京时代广场,2015,1室1厅,14,23333,42
12,0,0,0,0,9,泷悦长安,2015,3室2厅,3,51428,350
0,0,0,0,0,0,夏威夷南岸,2008,2室1厅,18,28295,88
21,50,29,0,3,42,国瑞城,2003,2室1厅,16,97142,70
17,2,4,0,1,14,前进花园牡丹苑,2013,2室2厅,15,36666,105
13,7,8,0,3,8,新龙城,2007,3室1厅,20,50834,115
21,49,8,0,3,48,如意里小区,1987,2室1厅,7,91222,58
9,20,34,0,1,49,芍药居小区,1998,3室1厅,12,78140,100
21,48,10,0,2,39,LOFTEL,2016,2室2厅,10,28000,50
7,0,0,0,0,0,卡法国际,2015,3室2厅,6,23939,66
13,0,0,0,0,0,住欣家园,2010,2室1厅,21,26760,71
7,0,0,0,0,0,东方普罗旺斯,2005,5室2厅,3,49701,503
16,50,21,0,3,33,小黄庄一区,1982,2室1厅,21,77215,63
14,40,8,0,1,33,西罗园四区,1993,2室1厅,24,57926,66
11,0,0,0,0,23,彩虹城,2005,1室1厅,22,49625,65
4,0,0,0,0,0,北亚花园,2002,2室1厅,6,32546,92
6,0,0,0,0,0,合生霄云路8号,2016,4室3厅,29,77777,450
0,0,0,0,0,0,健泰安居花园,2016,2室2厅,15,5666,104
18,35,26,0,1,39,富顿心,2004,1室,23,63829,47
13,0,0,0,0,0,住欣家园,2010,3室1厅,28,29206,89
6,0,0,0,0,1,望都家园,2001,2室1厅,6,39347,92
25,49,19,0,1,23,丰融园,2004,4室2厅,8,168279,190
14,49,7,0,2,23,望京新城,2000,2室1厅,26,50581,86
7,0,0,0,0,4,天资璟庭,2013,2室2厅,16,26881,93
11,10,4,0,1,22,太阳星城金星园,2004,3室2厅,12,71878,170
13,0,0,0,0,33,春荫园,2004,4室2厅,13,95679,162
13,0,0,0,0,27,莱圳家园,2010,2室1厅,18,64888,99
21,50,29,0,3,42,新怡家园,2005,3室2厅,15,100000,162
8,48,23,0,1,25,悠唐麒麟公馆,2010,2室2厅,24,93959,96
7,0,0,0,0,0,东方普罗旺斯,2005,5室2厅,3,49701,503
10,0,0,0,0,0,天通苑西二区,2003,3室2厅,18,29673,169
11,0,0,0,0,48,逸成东苑,2004,3室2厅,15,77180,155
11,0,0,0,0,50,山水倾城,2003,3室2厅,23,95807,177
5,48,8,0,1,24,长安驿,2009,1室1厅,31,67088,79
0,0,0,0,0,0,潮白星光公馆,2010,2室1厅,13,30856,83
17,48,13,0,2,27,百万庄小区,1993,3室1厅,5,110846,84
14,49,7,0,2,23,龙湖·双珑原著,2014,3室2厅,1,60000,200
16,50,21,0,3,33,小黄庄一区,1982,2室1厅,21,77215,63
14,40,8,0,1,33,西罗园四区,1993,2室1厅,24,57926,66
18,50,45,0,1,48,光熙家园,2007,2室2厅,22,74837,114
13,0,0,0,0,0,枫南世嘉,2006,2室1厅,14,46341,82
5,0,0,0,0,0,空港家园,2013,2室2厅,22,18072,83
13,0,0,0,0,26,三里屯SOHO,2010,4室2厅,32,61264,253
13,0,0,0,0,0,住欣家园,2010,3室1厅,28,29206,89
6,0,0,0,0,1,望都家园,2001,2室1厅,6,39347,92
25,49,19,0,1,23,丰融园,2004,4室2厅,8,168279,190
6,0,0,0,0,4,西棕榈滩,2009,3室2厅,15,20827,154
4,0,0,0,0,0,名佳花园四区,2003,2室1厅,6,38824,90
8,49,2,0,1,10,澳林春天四期,2002,3室2厅,13,83656,149
0,0,0,0,0,0,海瓦尔登湖,2007,5室2厅,2,35885,418
11,48,8,0,2,21,金港国际,2006,4室2厅,18,64685,263
14,49,7,0,2,23,季景沁园,2007,3室2厅,22,69385,166
8,0,0,0,0,23,阳光上东,2008,2室1厅,10,68505,161
5,0,0,0,0,0,亿城西山华府,2008,4室2厅,5,80419,286
10,0,0,0,0,23,新西里小区,31,2室1厅,5,88333,60
8,49,2,0,1,10,北辰绿色家园拂林园,2003,3室2厅,30,54767,164
22,35,19,0,2,39,绿城诚园,2012,2室1厅,21,93252,91
0,0,0,0,0,0,龙湖颐和原著,2010,6室4厅,2,87831,1082
15,0,0,0,0,0,星河城一号苑,2004,1室1厅,20,66531,59
1,0,0,0,0,0,加州水郡东区,2009,5室3厅,4,29830,295
21,48,10,0,2,39,LOFTEL,2016,2室2厅,12,29473,38
4,0,0,0,0,0,古韵新居,2010,1室1厅,14,46013,47
9,0,0,0,0,16,时尚街区东区,2007,2室1厅,19,61538,65
15,50,5,0,1,47,北影小区,1996,2室1厅,10,78260,58
6,36,9,0,2,21,珠江帝景,2000,4室2厅,20,75817,178
0,0,0,0,0,0,上上城五期小区,2009,1室1厅,18,26530,49
4,0,0,0,0,0,旭辉御锦,2014,4室4厅,1,46153,260
14,49,7,0,2,23,银领国际,2004,2室1厅,25,51363,113
6,0,0,0,0,0,合生霄云路8号,2011,4室2厅,29,71910,445
0,0,0,0,0,0,弘新奇世界御马坊,2015,1室1厅,13,8888,45
4,0,0,0,0,0,龙湖·香醍溪岸,2010,3室2厅,9,29931,147
14,49,7,0,2,23,国风北京,2006,3室2厅,12,65306,147
0,0,0,0,0,0,古城北路,1996,3室2厅,6,37935,100
10,0,0,0,0,11,领秀新硅谷,2009,5室2厅,4,95011,295
1,0,0,0,0,0,顺驰林溪,2010,4室2厅,3,18867,424
8,0,0,0,0,7,银谷美泉,2000,3室2厅,7,66206,145
18,48,19,0,3,36,新城国际公寓,2003,3室2厅,35,90303,165
9,0,0,0,0,35,管庄西里,1999,1室1厅,24,43179,63
13,0,0,0,0,26,逸盛阁,2011,2室2厅,21,75067,200
12,41,20,0,1,32,建设部大院,1990,1室1厅,18,85477,54
7,0,0,0,0,0,八达岭孔雀城栖山会住宅,2015,3室2厅,18,8000,85
0,0,0,0,0,0,上上城四期,2000,2室1厅,4,26315,76
11,48,12,0,1,33,月季园（海淀）,1999,2室1厅,21,66210,88
15,39,14,0,1,18,会城门小区,1989,2室1厅,6,66838,58
18,22,2,0,2,9,金惠园三里,2000,2室1厅,6,44252,87
5,0,0,0,0,0,百旺家苑,2003,6室3厅,4,85616,292
6,0,0,0,0,0,富力湾,2008,8室4厅,1,26818,440
21,11,2,0,1,17,矩阵小区,2005,2室1厅,11,52837,69
18,49,14,0,6,50,车公庄北里散盘,1987,2室1厅,19,85760,62
17,48,13,0,2,27,百万庄小区,1993,3室1厅,5,110846,84
0,0,0,0,0,0,弘新奇世界御马坊,2015,1室1厅,13,8888,45
18,48,19,0,3,36,新城国际公寓,2003,3室2厅,35,90303,165
4,0,0,0,0,0,海尚湖世家,2013,6室2厅,2,31698,571
17,44,26,0,1,28,牛街东里,1999,2室1厅,19,64615,81
4,0,0,0,0,0,珠江·壹千栋,2008,4室2厅,3,24000,400
9,0,0,0,0,35,管庄西里,1999,1室1厅,24,43179,63
13,0,0,0,0,26,逸盛阁,2011,2室2厅,21,75067,200
9,20,34,0,1,49,芍药居北里,2004,2室1厅,24,79081,92
3,0,0,0,0,0,香江花园,1998,3室3厅,3,55259,199
18,0,0,0,0,32,远见名苑,2004,1室,24,70661,51
5,0,0,0,0,0,百旺家苑,2003,6室3厅,4,85616,292
6,0,0,0,0,0,富力湾,2008,8室4厅,1,26818,440
0,0,0,0,0,0,福城六期,2014,3室2厅,26,22750,97
15,48,6,0,2,21,御景园,2001,2室1厅,33,43033,135
7,0,0,0,0,0,天恒世界集,2015,2室1厅,13,35416,48
15,0,0,0,0,0,望京西园三区,2000,2室1厅,22,63408,103
21,11,2,0,1,17,矩阵小区,2005,2室1厅,11,52837,69
12,40,5,0,1,23,百子湾家园,2006,2室1厅,24,48612,99
10,2,7,0,1,30,金蝉南里,2005,1室1厅,14,69157,48
0,0,0,0,0,0,弘新奇世界御马坊,2016,1室1厅,15,16129,62
8,49,13,0,2,14,金茂府,2014,3室2厅,28,89552,201
12,0,0,0,0,49,昌运宫小区,1990,1室1厅,13,68457,58
23,0,0,0,0,49,顺驰领海,2008,3室2厅,20,44444,171
13,48,26,0,2,35,瑞安君汇,2012,3室2厅,16,95063,300
19,0,0,0,0,16,永定河孔雀城空港壹号,2016,2室2厅,26,13750,80
6,0,0,0,0,0,宣颐家园,2003,3室2厅,4,48598,134
4,0,0,0,0,0,望都新地,2009,2室1厅,6,39887,89
14,49,7,0,2,23,季景沁园,2007,4室3厅,28,69162,200
14,0,0,0,0,23,华润润西山,2012,3室2厅,10,44701,134
0,0,0,0,0,0,天子庄园,2000,2室1厅,12,22133,75
11,48,8,0,2,21,金港国际,2006,4室2厅,18,64685,263
14,49,7,0,2,23,季景沁园,2007,3室2厅,22,69385,166
3,0,0,0,0,0,优山美地,2004,6室6厅,2,47000,1000
12,0,0,0,0,9,泷悦长安,2015,3室1厅,3,70333,240
14,49,7,0,2,23,望京新城,2000,2室1厅,26,50581,86
10,0,0,0,0,9,顶秀欣园,2006,2室1厅,21,55262,81
15,50,9,0,4,25,合生国际花园,2008,3室2厅,22,76642,137
13,0,0,0,0,33,春荫园,2004,4室2厅,13,95679,162
8,48,23,0,1,25,悠唐麒麟公馆,2010,2室2厅,24,93959,96
18,22,2,0,2,9,金惠园三里,2000,2室1厅,6,44252,87
15,0,0,0,0,27,昂小时代,2016,2室1厅,17,39534,43
4,0,0,0,0,0,高教新城盛品园,2009,3室1厅,18,37662,77
11,48,3,0,1,7,博雅德园,2004,3室2厅,16,56809,137
4,0,0,0,0,0,兴和园,2016,2室2厅,18,25806,93
5,0,0,0,0,0,合景领峰,2014,5室2厅,3,29729,185
5,0,0,0,0,2,大运河孔雀城,2014,2室2厅,22,13411,85
8,0,0,0,0,0,顺义金宝城,2012,3室1厅,11,35353,99
0,0,0,0,0,0,弘新奇世界御马坊,2016,1室1厅,15,16129,62
8,49,13,0,2,14,金茂府,2014,3室2厅,28,89552,201
14,49,7,0,2,23,季景沁园,2007,4室3厅,28,69162,200
14,0,0,0,0,23,华润润西山,2012,3室2厅,10,44701,134
0,0,0,0,0,0,天子庄园,2000,2室1厅,12,22133,75
10,0,0,0,0,9,顶秀欣园,2006,2室1厅,21,55262,81
15,50,9,0,4,25,合生国际花园,2008,3室2厅,22,76642,137
17,26,7,0,2,20,北沙滩8号院,1999,3室1厅,18,58415,82
11,19,7,0,1,26,海紫御公馆,2000,2室2厅,23,105438,90
17,49,6,0,1,22,果岭里,2004,4室2厅,8,78400,216
15,48,15,0,2,34,展览路小区,1990,2室1厅,18,100154,65
14,49,7,0,2,23,方舟苑一期,2001,1室1厅,24,66071,56
0,0,0,0,0,0,鸿威翡翠城,2015,4室2厅,6,9625,160
6,0,0,0,0,4,首开熙悦山,2010,3室1厅,14,39325,89
15,0,0,0,0,27,昂小时代,2016,2室1厅,17,39534,43
4,0,0,0,0,0,高教新城盛品园,2009,3室1厅,18,37662,77
11,48,3,0,1,7,博雅德园,2004,3室2厅,16,56809,137
12,40,5,0,1,23,百子湾家园,2006,2室1厅,24,48612,99
10,2,7,0,1,30,金蝉南里,2005,1室1厅,14,69157,48
23,0,0,0,0,8,景江山赋,2014,5室2厅,6,56639,159
6,0,0,0,0,0,万科西山庭院,2004,4室3厅,4,76322,233
0,0,0,0,0,0,上上城五期小区,2011,1室1厅,13,22413,58
16,0,0,0,0,30,远洋新天地,2016,2室1厅,18,39069,43
4,0,0,0,0,0,兴和园,2016,2室2厅,18,25806,93
5,0,0,0,0,0,合景领峰,2014,5室2厅,3,29729,185
5,0,0,0,0,2,大运河孔雀城,2014,2室2厅,22,13411,85
20,47,15,0,1,28,城市之光（宣武）,2000,3室1厅,16,66139,124
20,45,47,0,3,44,团结湖北三条,1985,2室1厅,6,50892,56
0,0,0,0,0,0,夏威夷南岸,2010,1室1厅,23,26415,53
15,0,0,0,0,28,上地西里,1998,3室2厅,6,72254,173
15,48,6,0,2,21,御景园,2001,3室2厅,33,48417,188
8,0,0,0,0,0,顺义金宝城,2012,3室1厅,11,35353,99
8,0,0,0,0,6,鲁能7号院,2015,2室2厅,15,32093,86
17,33,9,0,1,26,澳洲康都,2006,4室3厅,19,55082,279
11,41,9,0,1,31,诚品建筑,2003,2室1厅,9,74697,116
31,0,0,0,0,0,赏云轩,2001,3室2厅,5,20000,130
6,0,0,0,0,14,世纪星城,2007,2室2厅,9,54347,92
1,0,0,0,0,0,八达岭孔雀城（住宅）,2015,4室2厅,3,11982,116
15,48,21,0,2,48,二轻局宿舍,1981,1室1厅,5,80281,43
18,50,10,0,4,36,和平里七区,1992,3室1厅,5,90277,72
12,43,18,0,2,32,庄胜二期,2004,1室1厅,12,132167,47
13,49,5,0,2,27,沿海赛洛城,2009,2室1厅,24,54050,69
12,0,0,0,0,49,厂洼街1号院,1989,2室1厅,6,80000,65
18,43,28,0,1,28,牛街西里,12,2室1厅,22,67011,77
18,49,14,0,6,50,车公庄北里散盘,1987,2室1厅,6,87931,58
11,0,0,0,0,0,卡尔生活馆,2000,4室2厅,2,35234,298
9,0,0,0,0,0,丽都壹号,2011,2室2厅,21,68181,88
9,0,0,0,0,0,郝庄家园东区,2000,2室2厅,6,21195,92
20,50,19,0,1,36,首开璞瑅,2012,4室2厅,28,83333,180
13,49,5,0,2,27,沿海赛洛城,2009,2室2厅,24,51506,78
14,0,0,0,0,23,新桥大街61号院,1993,2室1厅,6,22115,104
13,49,5,0,2,27,沿海赛洛城,2009,2室2厅,24,51506,78
6,0,0,0,0,0,旭辉26街区,2016,2室1厅,9,35555,27
14,0,0,0,0,24,保利东郡,2013,3室2厅,18,95238,168
5,0,0,0,0,0,首开·常青藤,2012,5室3厅,6,65789,228
6,0,0,0,0,0,旭辉26街区,2016,2室1厅,9,35555,27
9,48,12,0,3,29,金桥国际公寓,2004,1室1厅,31,71155,65
29,0,0,0,0,43,东关北里小区,1999,2室1厅,6,27343,64
9,48,12,0,3,29,金桥国际公寓,2004,1室1厅,31,71155,65
29,0,0,0,0,43,东关北里小区,1999,2室1厅,6,27343,64
13,5,8,0,1,19,瑞都国际,2014,3室2厅,12,49710,121
29,0,0,0,0,20,康馨家园,2003,3室2厅,6,29306,101
13,5,8,0,1,19,瑞都国际,2014,3室2厅,12,49710,121
6,0,0,0,0,0,隆盛东园,2005,2室1厅,6,18004,97
9,48,23,0,1,28,朝阳门内南小街,2015,1室,1,167832,14
5,41,11,0,1,25,富力城十号,4,3室2厅,21,110619,226
6,0,0,0,0,0,隆盛东园,2005,2室1厅,6,18004,97
9,48,23,0,1,28,朝阳门内南小街,2015,1室,1,167832,14
18,18,10,0,2,49,远洋山水,2008,1室1厅,26,57142,70
4,0,0,0,0,10,西山美墅馆,2006,3室1厅,3,80357,168
26,13,7,0,1,21,龙锦苑六区,2005,2室1厅,6,50000,85
5,41,11,0,1,25,富力城十号,4,3室2厅,21,110619,226
11,0,0,0,0,50,山水倾城,2003,3室2厅,23,95807,177
17,26,7,0,2,20,北沙滩8号院,1999,3室1厅,18,58415,82
11,19,7,0,1,26,海紫御公馆,2000,2室2厅,23,105438,90
5,48,8,0,1,24,长安驿,2009,1室1厅,31,67088,79
14,49,7,0,2,23,龙湖·双珑原著,2014,3室2厅,1,60000,200
13,0,0,0,0,0,枫南世嘉,2006,2室1厅,14,46341,82
5,0,0,0,0,0,空港家园,2013,2室2厅,22,18072,83
13,0,0,0,0,26,三里屯SOHO,2010,4室2厅,32,61264,253
6,0,0,0,0,4,西棕榈滩,2009,3室2厅,15,20827,154
4,0,0,0,0,0,名佳花园四区,2003,2室1厅,6,38824,90
8,49,2,0,1,10,澳林春天四期,2002,3室2厅,13,83656,149
4,0,0,0,0,0,海尚湖世家,2013,6室2厅,2,31698,571
17,44,26,0,1,28,牛街东里,1999,2室1厅,19,64615,81
4,0,0,0,0,0,珠江·壹千栋,2008,4室2厅,3,24000,400
9,20,34,0,1,49,芍药居北里,2004,2室1厅,24,79081,92
3,0,0,0,0,0,香江花园,1998,3室3厅,3,55259,199
18,0,0,0,0,32,远见名苑,2004,1室,24,70661,51
15,48,6,0,2,21,御景园,2001,2室1厅,33,43033,135
7,0,0,0,0,0,天恒世界集,2015,2室1厅,13,35416,48
15,0,0,0,0,0,望京西园三区,2000,2室1厅,22,63408,103
11,0,0,0,0,0,蓝河湾,2010,2室1厅,5,22596,89
18,0,0,0,0,32,玺源台,2013,2室1厅,15,100000,90
13,0,0,0,0,33,鲁艺上河村,2000,3室2厅,6,96618,207
17,49,12,0,1,49,华清嘉园,2000,3室1厅,12,106617,136
13,0,0,0,0,0,枫南世嘉,2006,2室1厅,12,46255,82
17,0,0,0,0,32,南湖园二区,2000,2室1厅,7,56617,68
0,0,0,0,0,0,汇福悦榕湾,2015,2室1厅,29,25714,77
4,0,0,0,0,0,保利西山林语,2008,3室2厅,9,57909,142
24,49,15,0,2,26,京畿道小区,1994,2室1厅,6,122866,59
18,0,0,0,0,0,弘北京像素,2012,2室1厅,17,42807,40
21,48,11,0,2,25,润枫德尚国际公寓,2003,4室2厅,21,72052,229
8,0,0,0,0,8,西山洋房,2009,2室2厅,4,28333,90
5,0,0,0,0,0,首开·常青藤,2013,4室2厅,5,65876,167
18,18,10,0,2,49,远洋山水,2008,1室1厅,26,57142,70
14,4,2,0,1,16,景宜里,2004,3室1厅,9,67226,119
14,49,7,0,2,23,望京新城,1998,2室1厅,26,54494,89
18,0,0,0,0,0,弘北京像素,2012,2室2厅,16,41964,56
4,0,0,0,0,10,西山美墅馆,2006,3室1厅,3,80357,168
0,0,0,0,0,0,纳丹堡,2008,3室2厅,18,24761,105
4,0,0,0,0,0,旭辉御锦,2014,3室2厅,6,50595,168
13,0,0,0,0,0,保利嘉园,2010,2室1厅,28,37078,89
16,11,30,0,3,34,爱民里小区,1992,1室1厅,6,115384,44
12,49,8,0,2,18,金都杭城,2005,3室2厅,17,68292,123
26,13,7,0,1,21,龙锦苑六区,2005,2室1厅,6,50000,85
5,0,0,0,0,0,沁园春景,2005,1室1厅,6,18181,33
15,0,0,0,0,28,上地西里,1998,3室2厅,6,72254,173
16,47,18,0,1,23,佳兴园,2006,2室1厅,14,54062,92
20,50,9,0,4,45,和平街十区,1988,3室1厅,6,71919,63
12,43,7,0,2,23,远大园六区,2002,2室2厅,19,81085,113
11,0,0,0,0,46,硅谷亮城,2016,2室2厅,14,30815,50
20,0,0,0,0,9,金地格林小镇,2003,5室2厅,3,54077,296
14,28,11,0,2,31,五路通北街,1970,3室1厅,4,81521,92
11,0,0,0,0,26,海紫御公馆,2010,2室2厅,19,109076,91
4,0,0,0,0,0,海尚湖世家,2011,3室2厅,4,31428,175
12,49,8,0,2,18,金泰先锋,2008,3室2厅,19,68493,139
5,0,0,0,0,0,大运河孔雀城温莎郡,2015,2室2厅,28,19058,85
10,2,7,0,1,30,金蝉南里,2007,3室2厅,20,45194,117
14,39,42,0,1,47,红玺台,2010,3室2厅,29,118343,169
9,49,8,0,2,15,后现代城,2004,1室1厅,18,69457,63
12,28,4,0,2,22,太阳公元,2000,2室2厅,20,113947,91
6,0,0,0,0,0,奥林匹克花园东坝,2009,1室1厅,10,61962,58
2,0,0,0,0,0,珠江·紫宸山,2006,6室3厅,3,39800,804
19,9,19,0,1,27,保利茉莉公馆,2010,2室2厅,24,48235,85
11,0,0,0,0,18,灵秀山庄,2003,2室1厅,7,42975,82
17,0,0,0,0,43,恩济里小区,1995,2室1厅,6,79310,58
17,33,9,0,1,26,澳洲康都,2005,3室2厅,23,68441,146
20,48,11,0,1,48,阳光100国际公寓,2001,2室1厅,30,66666,105
10,0,0,0,0,0,天通苑东一区,2001,2室1厅,7,32738,84
10,35,11,0,1,21,信城一期,2009,1室1厅,21,121823,76
15,49,6,0,3,46,太月园,1999,2室1厅,25,69333,94
11,0,0,0,0,18,灵秀山庄,2003,2室1厅,7,38933,85
19,49,13,0,2,34,复兴门外大街,1989,3室1厅,16,101430,77
12,43,18,0,2,32,庄胜二期,2004,1室1厅,12,132167,47
8,10,3,0,1,22,长桥园公寓,2003,2室2厅,15,34259,108
11,48,3,0,1,7,智学苑,1999,2室1厅,6,51428,70
6,0,0,0,0,0,果岭小镇,2005,3室2厅,5,31027,131
5,0,0,0,0,0,天秀花园安和园,1999,3室2厅,6,70788,127
7,0,0,0,0,0,万通天竺新新家园,2010,5室3厅,2,34210,380
14,40,8,0,1,33,西罗园一区,1992,2室1厅,22,48893,82
20,0,0,0,0,19,同兴园小区,2000,2室1厅,6,30201,75
17,0,0,0,0,16,重兴嘉园,2005,1室1厅,22,46821,70
14,0,0,0,0,24,保利东郡,2000,4室2厅,18,85470,234
14,49,7,0,2,23,南湖东园一区,1999,2室2厅,6,51404,109
17,0,0,0,0,16,重兴嘉园,2005,1室1厅,22,46821,70
14,0,0,0,0,24,保利东郡,2000,4室2厅,18,85470,234
14,49,7,0,2,23,南湖东园一区,1999,2室2厅,6,51404,109
8,49,2,0,1,10,紫御华府,2013,7室4厅,21,150000,1000
7,0,0,0,0,7,水色时光花园五区,2010,2室1厅,11,19607,102
17,0,0,0,0,0,当代城市家园,2000,2室1厅,6,69318,88
8,49,2,0,1,10,紫御华府,2013,7室4厅,21,150000,1000
7,0,0,0,0,7,水色时光花园五区,2010,2室1厅,11,19607,102
17,0,0,0,0,0,当代城市家园,2000,2室1厅,6,69318,88
17,49,12,0,1,49,红杉国际公寓,2011,1室1厅,19,51317,88
9,0,0,0,0,0,BDA样本,2006,4室1厅,5,30473,167
1,0,0,0,0,0,八达岭孔雀城（住宅）,2016,2室2厅,18,8717,78
17,49,12,0,1,49,红杉国际公寓,2011,1室1厅,19,51317,88
9,0,0,0,0,0,BDA样本,2006,4室1厅,5,30473,167
1,0,0,0,0,0,八达岭孔雀城（住宅）,2016,2室2厅,18,8717,78
14,0,0,0,0,24,保利东郡,2013,3室2厅,18,95238,168
5,0,0,0,0,0,首开·常青藤,2012,5室3厅,6,65789,228
13,7,8,0,3,8,新龙城,2008,4室1厅,20,42357,139
3,0,0,0,0,5,远洋一方花语苑,2010,3室2厅,6,53529,170
20,50,9,0,2,23,苹果社区,2005,4室2厅,27,79626,161
10,0,0,0,0,0,北京华侨城,2011,4室2厅,32,53738,214
25,0,0,0,0,37,石坊院,2000,2室1厅,6,29577,71
14,0,0,0,0,24,保利东郡,2014,4室2厅,12,83607,201
13,0,0,0,0,33,晴波园,2004,3室2厅,15,107793,153
23,50,13,0,2,29,时代国际,2006,2室1厅,21,71559,109
20,48,11,0,1,48,阳光100国际公寓,2003,3室2厅,38,63281,134
6,0,0,0,0,14,长城国际,2010,1室,22,43048,63
2,0,0,0,0,0,福佳蜜码空间,2016,3室2厅,13,15000,88
14,0,0,0,0,48,时代之光名苑,2002,2室1厅,19,69869,69
11,48,3,0,1,7,博雅德园,2004,3室2厅,16,56809,137
20,0,0,0,0,0,紫芳园二区,2005,4室2厅,11,77577,174
6,0,0,0,0,0,万科西山庭院,2004,3室2厅,4,84588,170
18,43,28,0,1,28,牛街西里,2000,2室1厅,19,69695,75
18,50,45,0,1,48,光熙家园,2012,2室2厅,26,68681,109
8,0,0,0,0,6,鲁能7号院,2012,2室,16,34883,86
20,50,9,0,2,23,苹果社区,2005,4室2厅,27,79626,161
10,0,0,0,0,0,北京华侨城,2011,4室2厅,32,53738,214
14,49,7,0,2,23,望京金茂府,2014,3室2厅,17,90909,220
2,0,0,0,0,0,远洋傲北,2013,5室3厅,3,21897,411
15,31,13,0,1,26,鑫源国际,2011,1室1厅,18,29622,53
8,0,0,0,0,0,东泽园,2011,3室2厅,18,43870,84
13,47,7,0,1,23,乐成豪丽,2000,1室1厅,18,70000,70
3,0,0,0,0,0,保利垄上,2009,5室3厅,3,28421,475
19,0,0,0,0,0,永定河孔雀城空港壹号,2016,2室1厅,18,13625,80
12,43,18,0,2,32,庄胜二期,2004,1室1厅,12,132167,47
23,0,0,0,0,31,朝阳旺角,2007,1室,15,43123,44
12,31,9,0,1,47,清枫华景园,2004,2室1厅,18,75860,103
15,0,0,0,0,38,西便门西里,1985,2室1厅,6,97472,55
3,0,0,0,0,0,香江花园,1997,4室3厅,2,60150,266
10,0,0,0,0,0,珠江峰景,2006,2室2厅,21,53981,111
2,0,0,0,0,0,福佳蜜码空间,2016,1室1厅,12,16000,61
11,0,0,0,0,48,逸成东苑,2004,3室2厅,14,84974,129
20,50,19,0,1,36,芳星园一区,2000,3室1厅,25,55045,109
4,0,0,0,0,0,北街家园五区,2010,2室1厅,21,35393,89
8,0,0,0,0,0,东泽园,2011,3室2厅,18,43870,84
13,47,7,0,1,23,乐成豪丽,2000,1室1厅,18,70000,70
21,23,6,0,1,42,天时名苑,2009,3室2厅,24,48175,156
4,0,0,0,0,0,珠江·壹千栋,2008,4室3厅,3,29702,505
16,0,0,0,0,0,二里庄小区,1992,2室1厅,6,82585,56
4,0,0,0,0,36,CBD总部公寓二期,2006,2室1厅,22,82236,91
13,7,8,0,3,8,新龙城,2008,4室1厅,20,42357,139
6,0,0,0,0,0,V7荷塘月色,2013,5室4厅,1,24705,170
3,0,0,0,0,5,远洋一方花语苑,2010,3室2厅,6,53529,170
25,0,0,0,0,37,石坊院,2000,2室1厅,6,29577,71
14,0,0,0,0,24,保利东郡,2014,4室2厅,12,83607,201
